,station,prediction_time,prediction_window,number_of_bikes_left,number_of_bikes_returned,net_difference
37122,455,2022-08-28 18:15:00,15,0,0,0
37123,455,2022-08-28 18:30:00,15,0,0,0
37124,455,2022-08-28 18:45:00,15,0,0,0
37125,455,2022-08-28 19:00:00,15,0,0,0
37126,455,2022-08-28 19:15:00,15,0,0,0
37127,455,2022-08-28 19:30:00,15,0,2,2
37128,455,2022-08-28 19:45:00,15,0,0,0
37129,455,2022-08-28 20:00:00,15,2,0,-2
37130,455,2022-08-28 20:15:00,15,0,0,0
37131,455,2022-08-28 20:30:00,15,0,2,2
37132,455,2022-08-28 20:45:00,15,0,1,1
37133,455,2022-08-28 21:00:00,15,2,0,-2
37134,455,2022-08-28 21:15:00,15,0,0,0
37135,455,2022-08-28 21:30:00,15,0,2,2
37136,455,2022-08-28 21:45:00,15,0,0,0
37137,455,2022-08-28 22:00:00,15,1,1,0
37138,455,2022-08-28 22:15:00,15,0,0,0
37139,455,2022-08-28 22:30:00,15,0,0,0
37140,455,2022-08-28 22:45:00,15,0,0,0
37141,455,2022-08-28 23:00:00,15,0,0,0
37142,455,2022-08-28 23:15:00,15,0,1,1
37143,455,2022-08-28 23:30:00,15,0,0,0
37144,455,2022-08-28 23:45:00,15,0,0,0
37145,456,2022-08-28 00:15:00,15,0,2,2
37146,456,2022-08-28 00:30:00,15,2,1,-1
37147,456,2022-08-28 00:45:00,15,0,0,0
37148,456,2022-08-28 01:00:00,15,0,2,2
37149,456,2022-08-28 01:15:00,15,1,0,-1
37150,456,2022-08-28 01:30:00,15,0,4,4
37151,456,2022-08-28 01:45:00,15,0,0,0
37152,456,2022-08-28 02:00:00,15,1,2,1
37153,456,2022-08-28 02:15:00,15,0,5,5
37154,456,2022-08-28 02:30:00,15,0,1,1
37155,456,2022-08-28 02:45:00,15,5,0,-5
37156,456,2022-08-28 03:00:00,15,1,0,-1
37157,456,2022-08-28 03:15:00,15,1,0,-1
37158,456,2022-08-28 03:30:00,15,0,0,0
37159,456,2022-08-28 03:45:00,15,0,0,0
37160,456,2022-08-28 04:00:00,15,0,1,1
37161,456,2022-08-28 04:15:00,15,0,0,0
37162,456,2022-08-28 04:30:00,15,0,1,1
37163,456,2022-08-28 04:45:00,15,0,2,2
37164,456,2022-08-28 05:00:00,15,4,0,-4
37165,456,2022-08-28 05:15:00,15,0,2,2
37166,456,2022-08-28 05:30:00,15,0,0,0
37167,456,2022-08-28 05:45:00,15,1,1,0
37168,456,2022-08-28 06:00:00,15,0,1,1
37169,456,2022-08-28 06:15:00,15,0,0,0
37170,456,2022-08-28 06:30:00,15,0,0,0
37171,456,2022-08-28 06:45:00,15,0,0,0
37172,456,2022-08-28 07:00:00,15,0,5,5
37173,456,2022-08-28 07:15:00,15,0,3,3
37174,456,2022-08-28 07:30:00,15,0,0,0
37175,456,2022-08-28 07:45:00,15,0,0,0
37176,456,2022-08-28 08:00:00,15,0,0,0
37177,456,2022-08-28 08:15:00,15,0,0,0
37178,456,2022-08-28 08:30:00,15,0,0,0
37179,456,2022-08-28 08:45:00,15,0,0,0
37180,456,2022-08-28 09:00:00,15,0,0,0
37181,456,2022-08-28 09:15:00,15,0,0,0
37182,456,2022-08-28 09:30:00,15,0,0,0
37183,456,2022-08-28 09:45:00,15,0,0,0
37184,456,2022-08-28 10:00:00,15,0,0,0
37185,456,2022-08-28 10:15:00,15,0,0,0
37186,456,2022-08-28 10:30:00,15,0,0,0
37187,456,2022-08-28 10:45:00,15,0,0,0
37188,456,2022-08-28 11:00:00,15,1,0,-1
37189,456,2022-08-28 11:15:00,15,0,0,0
37190,456,2022-08-28 11:30:00,15,0,0,0
37191,456,2022-08-28 11:45:00,15,1,0,-1
37192,456,2022-08-28 12:00:00,15,0,0,0
37193,456,2022-08-28 12:15:00,15,0,0,0
37194,456,2022-08-28 12:30:00,15,0,0,0
37195,456,2022-08-28 12:45:00,15,2,1,-1
37196,456,2022-08-28 13:00:00,15,1,0,-1
37197,456,2022-08-28 13:15:00,15,0,1,1
37198,456,2022-08-28 13:30:00,15,0,0,0
37199,456,2022-08-28 13:45:00,15,2,1,-1
37200,456,2022-08-28 14:00:00,15,0,0,0
37201,456,2022-08-28 14:15:00,15,0,0,0
37202,456,2022-08-28 14:30:00,15,2,0,-2
37203,456,2022-08-28 14:45:00,15,2,0,-2
37204,456,2022-08-28 15:00:00,15,2,1,-1
37205,456,2022-08-28 15:15:00,15,2,2,0
37206,456,2022-08-28 15:30:00,15,1,0,-1
37207,456,2022-08-28 15:45:00,15,3,2,-1
37208,456,2022-08-28 16:00:00,15,2,0,-2
37209,456,2022-08-28 16:15:00,15,1,0,-1
37210,456,2022-08-28 16:30:00,15,0,0,0
37211,456,2022-08-28 16:45:00,15,0,1,1
37212,456,2022-08-28 17:00:00,15,2,0,-2
37213,456,2022-08-28 17:15:00,15,0,3,3
37214,456,2022-08-28 17:30:00,15,0,1,1
37215,456,2022-08-28 17:45:00,15,0,0,0
37216,456,2022-08-28 18:00:00,15,1,0,-1
37217,456,2022-08-28 18:15:00,15,2,0,-2
37218,456,2022-08-28 18:30:00,15,0,0,0
37219,456,2022-08-28 18:45:00,15,0,2,2
37220,456,2022-08-28 19:00:00,15,1,1,0
37221,456,2022-08-28 19:15:00,15,0,1,1
37222,456,2022-08-28 19:30:00,15,2,0,-2
37223,456,2022-08-28 19:45:00,15,4,2,-2
37224,456,2022-08-28 20:00:00,15,2,3,1
37225,456,2022-08-28 20:15:00,15,0,1,1
37226,456,2022-08-28 20:30:00,15,2,0,-2
37227,456,2022-08-28 20:45:00,15,0,1,1
37228,456,2022-08-28 21:00:00,15,0,2,2
37229,456,2022-08-28 21:15:00,15,1,1,0
37230,456,2022-08-28 21:30:00,15,0,4,4
37231,456,2022-08-28 21:45:00,15,3,1,-2
37232,456,2022-08-28 22:00:00,15,2,1,-1
37233,456,2022-08-28 22:15:00,15,1,0,-1
37234,456,2022-08-28 22:30:00,15,0,3,3
37235,456,2022-08-28 22:45:00,15,0,0,0
37236,456,2022-08-28 23:00:00,15,1,1,0
37237,456,2022-08-28 23:15:00,15,1,1,0
37238,456,2022-08-28 23:30:00,15,0,0,0
37239,456,2022-08-28 23:45:00,15,3,0,-3
37240,457,2022-08-28 00:15:00,15,0,0,0
37241,457,2022-08-28 00:30:00,15,0,0,0
37242,457,2022-08-28 00:45:00,15,0,0,0
37243,457,2022-08-28 01:00:00,15,0,0,0
37244,457,2022-08-28 01:15:00,15,0,0,0
37245,457,2022-08-28 01:30:00,15,0,0,0
37246,457,2022-08-28 01:45:00,15,0,0,0
37247,457,2022-08-28 02:00:00,15,0,0,0
37248,457,2022-08-28 02:15:00,15,0,0,0
37249,457,2022-08-28 02:30:00,15,0,0,0
37250,457,2022-08-28 02:45:00,15,0,0,0
37251,457,2022-08-28 03:00:00,15,0,0,0
37252,457,2022-08-28 03:15:00,15,0,0,0
37253,457,2022-08-28 03:30:00,15,0,0,0
37254,457,2022-08-28 03:45:00,15,0,0,0
37255,457,2022-08-28 04:00:00,15,0,0,0
37256,457,2022-08-28 04:15:00,15,0,0,0
37257,457,2022-08-28 04:30:00,15,0,0,0
37258,457,2022-08-28 04:45:00,15,0,0,0
37259,457,2022-08-28 05:00:00,15,0,0,0
37260,457,2022-08-28 05:15:00,15,0,0,0
37261,457,2022-08-28 05:30:00,15,0,0,0
37262,457,2022-08-28 05:45:00,15,0,0,0
37263,457,2022-08-28 06:00:00,15,0,0,0
37264,457,2022-08-28 06:15:00,15,0,0,0
37265,457,2022-08-28 06:30:00,15,0,0,0
37266,457,2022-08-28 06:45:00,15,0,0,0
37267,457,2022-08-28 07:00:00,15,0,0,0
37268,457,2022-08-28 07:15:00,15,0,0,0
37269,457,2022-08-28 07:30:00,15,0,0,0
37270,457,2022-08-28 07:45:00,15,0,0,0
37271,457,2022-08-28 08:00:00,15,0,0,0
37272,457,2022-08-28 08:15:00,15,0,0,0
37273,457,2022-08-28 08:30:00,15,0,0,0
37274,457,2022-08-28 08:45:00,15,0,0,0
37275,457,2022-08-28 09:00:00,15,0,0,0
37276,457,2022-08-28 09:15:00,15,0,0,0
37277,457,2022-08-28 09:30:00,15,0,0,0
37278,457,2022-08-28 09:45:00,15,0,0,0
37279,457,2022-08-28 10:00:00,15,0,0,0
37280,457,2022-08-28 10:15:00,15,0,0,0
37281,457,2022-08-28 10:30:00,15,0,0,0
37282,457,2022-08-28 10:45:00,15,0,0,0
37283,457,2022-08-28 11:00:00,15,0,0,0
37284,457,2022-08-28 11:15:00,15,0,0,0
37285,457,2022-08-28 11:30:00,15,0,0,0
37286,457,2022-08-28 11:45:00,15,0,0,0
37287,457,2022-08-28 12:00:00,15,0,0,0
37288,457,2022-08-28 12:15:00,15,0,0,0
37289,457,2022-08-28 12:30:00,15,0,0,0
37290,457,2022-08-28 12:45:00,15,0,0,0
37291,457,2022-08-28 13:00:00,15,0,0,0
37292,457,2022-08-28 13:15:00,15,0,0,0
37293,457,2022-08-28 13:30:00,15,0,0,0
37294,457,2022-08-28 13:45:00,15,0,0,0
37295,457,2022-08-28 14:00:00,15,0,0,0
37296,457,2022-08-28 14:15:00,15,0,0,0
37297,457,2022-08-28 14:30:00,15,0,0,0
37298,457,2022-08-28 14:45:00,15,0,0,0
37299,457,2022-08-28 15:00:00,15,0,0,0
37300,457,2022-08-28 15:15:00,15,0,0,0
37301,457,2022-08-28 15:30:00,15,0,0,0
37302,457,2022-08-28 15:45:00,15,0,0,0
37303,457,2022-08-28 16:00:00,15,0,0,0
37304,457,2022-08-28 16:15:00,15,0,0,0
37305,457,2022-08-28 16:30:00,15,0,0,0
37306,457,2022-08-28 16:45:00,15,0,0,0
37307,457,2022-08-28 17:00:00,15,0,0,0
37308,457,2022-08-28 17:15:00,15,0,0,0
37309,457,2022-08-28 17:30:00,15,0,0,0
37310,457,2022-08-28 17:45:00,15,0,0,0
37311,457,2022-08-28 18:00:00,15,0,0,0
37312,457,2022-08-28 18:15:00,15,0,0,0
37313,457,2022-08-28 18:30:00,15,0,0,0
37314,457,2022-08-28 18:45:00,15,0,0,0
37315,457,2022-08-28 19:00:00,15,0,0,0
37316,457,2022-08-28 19:15:00,15,0,0,0
37317,457,2022-08-28 19:30:00,15,0,0,0
37318,457,2022-08-28 19:45:00,15,0,0,0
37319,457,2022-08-28 20:00:00,15,0,0,0
37320,457,2022-08-28 20:15:00,15,0,0,0
37321,457,2022-08-28 20:30:00,15,0,0,0
37322,457,2022-08-28 20:45:00,15,0,0,0
37323,457,2022-08-28 21:00:00,15,0,0,0
37324,457,2022-08-28 21:15:00,15,0,0,0
37325,457,2022-08-28 21:30:00,15,0,0,0
37326,457,2022-08-28 21:45:00,15,0,0,0
37327,457,2022-08-28 22:00:00,15,0,0,0
37328,457,2022-08-28 22:15:00,15,0,0,0
37329,457,2022-08-28 22:30:00,15,0,0,0
37330,457,2022-08-28 22:45:00,15,0,0,0
37331,457,2022-08-28 23:00:00,15,0,0,0
37332,457,2022-08-28 23:15:00,15,0,0,0
37333,457,2022-08-28 23:30:00,15,0,0,0
37334,457,2022-08-28 23:45:00,15,0,0,0
37335,458,2022-08-28 00:15:00,15,0,0,0
37336,458,2022-08-28 00:30:00,15,0,0,0
37337,458,2022-08-28 00:45:00,15,0,0,0
37338,458,2022-08-28 01:00:00,15,0,0,0
37339,458,2022-08-28 01:15:00,15,0,0,0
37340,458,2022-08-28 01:30:00,15,0,0,0
37341,458,2022-08-28 01:45:00,15,0,0,0
37342,458,2022-08-28 02:00:00,15,0,0,0
37343,458,2022-08-28 02:15:00,15,0,0,0
37344,458,2022-08-28 02:30:00,15,0,0,0
37345,458,2022-08-28 02:45:00,15,0,0,0
37346,458,2022-08-28 03:00:00,15,0,0,0
37347,458,2022-08-28 03:15:00,15,0,0,0
37348,458,2022-08-28 03:30:00,15,0,0,0
37349,458,2022-08-28 03:45:00,15,0,0,0
37350,458,2022-08-28 04:00:00,15,0,0,0
37351,458,2022-08-28 04:15:00,15,0,0,0
37352,458,2022-08-28 04:30:00,15,0,0,0
37353,458,2022-08-28 04:45:00,15,0,0,0
37354,458,2022-08-28 05:00:00,15,0,0,0
37355,458,2022-08-28 05:15:00,15,0,0,0
37356,458,2022-08-28 05:30:00,15,0,1,1
37357,458,2022-08-28 05:45:00,15,2,0,-2
37358,458,2022-08-28 06:00:00,15,0,0,0
37359,458,2022-08-28 06:15:00,15,0,0,0
37360,458,2022-08-28 06:30:00,15,0,0,0
37361,458,2022-08-28 06:45:00,15,0,0,0
37362,458,2022-08-28 07:00:00,15,0,0,0
37363,458,2022-08-28 07:15:00,15,0,0,0
37364,458,2022-08-28 07:30:00,15,0,0,0
37365,458,2022-08-28 07:45:00,15,0,0,0
37366,458,2022-08-28 08:00:00,15,0,0,0
37367,458,2022-08-28 08:15:00,15,0,0,0
37368,458,2022-08-28 08:30:00,15,0,0,0
37369,458,2022-08-28 08:45:00,15,0,0,0
37370,458,2022-08-28 09:00:00,15,0,0,0
37371,458,2022-08-28 09:15:00,15,0,0,0
37372,458,2022-08-28 09:30:00,15,0,0,0
37373,458,2022-08-28 09:45:00,15,0,0,0
37374,458,2022-08-28 10:00:00,15,0,0,0
37375,458,2022-08-28 10:15:00,15,0,0,0
37376,458,2022-08-28 10:30:00,15,0,1,1
37377,458,2022-08-28 10:45:00,15,0,0,0
37378,458,2022-08-28 11:00:00,15,0,0,0
37379,458,2022-08-28 11:15:00,15,0,0,0
37380,458,2022-08-28 11:30:00,15,0,0,0
37381,458,2022-08-28 11:45:00,15,0,0,0
37382,458,2022-08-28 12:00:00,15,1,0,-1
37383,458,2022-08-28 12:15:00,15,0,0,0
37384,458,2022-08-28 12:30:00,15,0,1,1
37385,458,2022-08-28 12:45:00,15,1,0,-1
37386,458,2022-08-28 13:00:00,15,1,0,-1
37387,458,2022-08-28 13:15:00,15,0,0,0
37388,458,2022-08-28 13:30:00,15,0,0,0
37389,458,2022-08-28 13:45:00,15,0,0,0
37390,458,2022-08-28 14:00:00,15,0,0,0
37391,458,2022-08-28 14:15:00,15,0,0,0
37392,458,2022-08-28 14:30:00,15,0,3,3
37393,458,2022-08-28 14:45:00,15,0,0,0
37394,458,2022-08-28 15:00:00,15,1,0,-1
37395,458,2022-08-28 15:15:00,15,0,2,2
37396,458,2022-08-28 15:30:00,15,0,0,0
37397,458,2022-08-28 15:45:00,15,0,0,0
37398,458,2022-08-28 16:00:00,15,0,1,1
37399,458,2022-08-28 16:15:00,15,0,0,0
37400,458,2022-08-28 16:30:00,15,0,0,0
37401,458,2022-08-28 16:45:00,15,0,0,0
37402,458,2022-08-28 17:00:00,15,0,0,0
37403,458,2022-08-28 17:15:00,15,0,0,0
37404,458,2022-08-28 17:30:00,15,1,0,-1
37405,458,2022-08-28 17:45:00,15,0,0,0
37406,458,2022-08-28 18:00:00,15,0,0,0
37407,458,2022-08-28 18:15:00,15,0,0,0
37408,458,2022-08-28 18:30:00,15,0,0,0
37409,458,2022-08-28 18:45:00,15,0,0,0
37410,458,2022-08-28 19:00:00,15,0,0,0
37411,458,2022-08-28 19:15:00,15,0,0,0
37412,458,2022-08-28 19:30:00,15,0,0,0
37413,458,2022-08-28 19:45:00,15,0,0,0
37414,458,2022-08-28 20:00:00,15,3,1,-2
37415,458,2022-08-28 20:15:00,15,0,0,0
37416,458,2022-08-28 20:30:00,15,3,0,-3
37417,458,2022-08-28 20:45:00,15,1,1,0
37418,458,2022-08-28 21:00:00,15,1,1,0
37419,458,2022-08-28 21:15:00,15,1,0,-1
37420,458,2022-08-28 21:30:00,15,0,0,0
37421,458,2022-08-28 21:45:00,15,1,2,1
37422,458,2022-08-28 22:00:00,15,0,0,0
37423,458,2022-08-28 22:15:00,15,0,0,0
37424,458,2022-08-28 22:30:00,15,0,0,0
37425,458,2022-08-28 22:45:00,15,2,0,-2
37426,458,2022-08-28 23:00:00,15,0,1,1
37427,458,2022-08-28 23:15:00,15,0,0,0
37428,458,2022-08-28 23:30:00,15,0,3,3
37429,458,2022-08-28 23:45:00,15,0,0,0
37430,459,2022-08-28 00:15:00,15,5,2,-3
37431,459,2022-08-28 00:30:00,15,5,2,-3
37432,459,2022-08-28 00:45:00,15,1,6,5
37433,459,2022-08-28 01:00:00,15,0,8,8
37434,459,2022-08-28 01:15:00,15,4,2,-2
37435,459,2022-08-28 01:30:00,15,1,3,2
37436,459,2022-08-28 01:45:00,15,0,1,1
37437,459,2022-08-28 02:00:00,15,3,0,-3
37438,459,2022-08-28 02:15:00,15,0,1,1
37439,459,2022-08-28 02:30:00,15,1,3,2
37440,459,2022-08-28 02:45:00,15,4,3,-1
37441,459,2022-08-28 03:00:00,15,1,3,2
37442,459,2022-08-28 03:15:00,15,0,0,0
37443,459,2022-08-28 03:30:00,15,6,1,-5
37444,459,2022-08-28 03:45:00,15,1,2,1
37445,459,2022-08-28 04:00:00,15,7,2,-5
37446,459,2022-08-28 04:15:00,15,3,0,-3
37447,459,2022-08-28 04:30:00,15,1,0,-1
37448,459,2022-08-28 04:45:00,15,2,0,-2
37449,459,2022-08-28 05:00:00,15,1,1,0
37450,459,2022-08-28 05:15:00,15,0,0,0
37451,459,2022-08-28 05:30:00,15,0,0,0
37452,459,2022-08-28 05:45:00,15,0,0,0
37453,459,2022-08-28 06:00:00,15,0,0,0
37454,459,2022-08-28 06:15:00,15,5,5,0
37455,459,2022-08-28 06:30:00,15,0,0,0
37456,459,2022-08-28 06:45:00,15,0,0,0
37457,459,2022-08-28 07:00:00,15,0,0,0
37458,459,2022-08-28 07:15:00,15,0,0,0
37459,459,2022-08-28 07:30:00,15,0,0,0
37460,459,2022-08-28 07:45:00,15,0,0,0
37461,459,2022-08-28 08:00:00,15,0,0,0
37462,459,2022-08-28 08:15:00,15,0,0,0
37463,459,2022-08-28 08:30:00,15,0,0,0
37464,459,2022-08-28 08:45:00,15,0,0,0
37465,459,2022-08-28 09:00:00,15,0,0,0
37466,459,2022-08-28 09:15:00,15,0,0,0
37467,459,2022-08-28 09:30:00,15,0,0,0
37468,459,2022-08-28 09:45:00,15,0,0,0
37469,459,2022-08-28 10:00:00,15,0,0,0
37470,459,2022-08-28 10:15:00,15,0,0,0
37471,459,2022-08-28 10:30:00,15,0,0,0
37472,459,2022-08-28 10:45:00,15,0,0,0
37473,459,2022-08-28 11:00:00,15,0,0,0
37474,459,2022-08-28 11:15:00,15,0,0,0
37475,459,2022-08-28 11:30:00,15,0,0,0
37476,459,2022-08-28 11:45:00,15,0,0,0
37477,459,2022-08-28 12:00:00,15,0,0,0
37478,459,2022-08-28 12:15:00,15,0,0,0
37479,459,2022-08-28 12:30:00,15,0,0,0
37480,459,2022-08-28 12:45:00,15,2,2,0
37481,459,2022-08-28 13:00:00,15,0,1,1
37482,459,2022-08-28 13:15:00,15,1,0,-1
37483,459,2022-08-28 13:30:00,15,0,0,0
37484,459,2022-08-28 13:45:00,15,0,2,2
37485,459,2022-08-28 14:00:00,15,1,0,-1
37486,459,2022-08-28 14:15:00,15,0,5,5
37487,459,2022-08-28 14:30:00,15,3,0,-3
37488,459,2022-08-28 14:45:00,15,4,1,-3
37489,459,2022-08-28 15:00:00,15,0,2,2
37490,459,2022-08-28 15:15:00,15,1,0,-1
37491,459,2022-08-28 15:30:00,15,0,6,6
37492,459,2022-08-28 15:45:00,15,9,5,-4
37493,459,2022-08-28 16:00:00,15,5,4,-1
37494,459,2022-08-28 16:15:00,15,0,0,0
37495,459,2022-08-28 16:30:00,15,6,4,-2
37496,459,2022-08-28 16:45:00,15,2,4,2
37497,459,2022-08-28 17:00:00,15,4,1,-3
37498,459,2022-08-28 17:15:00,15,1,3,2
37499,459,2022-08-28 17:30:00,15,0,3,3
37500,459,2022-08-28 17:45:00,15,3,3,0
37501,459,2022-08-28 18:00:00,15,7,7,0
37502,459,2022-08-28 18:15:00,15,6,4,-2
37503,459,2022-08-28 18:30:00,15,3,0,-3
37504,459,2022-08-28 18:45:00,15,3,7,4
37505,459,2022-08-28 19:00:00,15,3,3,0
37506,459,2022-08-28 19:15:00,15,2,1,-1
37507,459,2022-08-28 19:30:00,15,4,3,-1
37508,459,2022-08-28 19:45:00,15,1,2,1
37509,459,2022-08-28 20:00:00,15,3,1,-2
37510,459,2022-08-28 20:15:00,15,2,1,-1
37511,459,2022-08-28 20:30:00,15,5,5,0
37512,459,2022-08-28 20:45:00,15,2,8,6
37513,459,2022-08-28 21:00:00,15,5,3,-2
37514,459,2022-08-28 21:15:00,15,0,2,2
37515,459,2022-08-28 21:30:00,15,2,6,4
37516,459,2022-08-28 21:45:00,15,12,2,-10
37517,459,2022-08-28 22:00:00,15,2,7,5
37518,459,2022-08-28 22:15:00,15,5,15,10
37519,459,2022-08-28 22:30:00,15,1,1,0
37520,459,2022-08-28 22:45:00,15,2,3,1
37521,459,2022-08-28 23:00:00,15,3,1,-2
37522,459,2022-08-28 23:15:00,15,3,4,1
37523,459,2022-08-28 23:30:00,15,6,5,-1
37524,459,2022-08-28 23:45:00,15,2,2,0
37525,460,2022-08-28 00:15:00,15,0,0,0
37526,460,2022-08-28 00:30:00,15,0,2,2
37527,460,2022-08-28 00:45:00,15,1,0,-1
37528,460,2022-08-28 01:00:00,15,0,0,0
37529,460,2022-08-28 01:15:00,15,0,0,0
37530,460,2022-08-28 01:30:00,15,0,0,0
37531,460,2022-08-28 01:45:00,15,0,0,0
37532,460,2022-08-28 02:00:00,15,0,0,0
37533,460,2022-08-28 02:15:00,15,0,1,1
37534,460,2022-08-28 02:30:00,15,0,4,4
37535,460,2022-08-28 02:45:00,15,0,0,0
37536,460,2022-08-28 03:00:00,15,4,0,-4
37537,460,2022-08-28 03:15:00,15,4,0,-4
37538,460,2022-08-28 03:30:00,15,1,1,0
37539,460,2022-08-28 03:45:00,15,1,0,-1
37540,460,2022-08-28 04:00:00,15,0,1,1
37541,460,2022-08-28 04:15:00,15,2,0,-2
37542,460,2022-08-28 04:30:00,15,3,0,-3
37543,460,2022-08-28 04:45:00,15,0,0,0
37544,460,2022-08-28 05:00:00,15,0,0,0
37545,460,2022-08-28 05:15:00,15,0,0,0
37546,460,2022-08-28 05:30:00,15,1,0,-1
37547,460,2022-08-28 05:45:00,15,0,0,0
37548,460,2022-08-28 06:00:00,15,0,0,0
37549,460,2022-08-28 06:15:00,15,0,0,0
37550,460,2022-08-28 06:30:00,15,0,0,0
37551,460,2022-08-28 06:45:00,15,0,0,0
37552,460,2022-08-28 07:00:00,15,0,0,0
37553,460,2022-08-28 07:15:00,15,0,0,0
37554,460,2022-08-28 07:30:00,15,0,0,0
37555,460,2022-08-28 07:45:00,15,0,0,0
37556,460,2022-08-28 08:00:00,15,0,0,0
37557,460,2022-08-28 08:15:00,15,0,0,0
37558,460,2022-08-28 08:30:00,15,0,0,0
37559,460,2022-08-28 08:45:00,15,0,0,0
37560,460,2022-08-28 09:00:00,15,0,0,0
37561,460,2022-08-28 09:15:00,15,0,0,0
37562,460,2022-08-28 09:30:00,15,0,0,0
37563,460,2022-08-28 09:45:00,15,0,0,0
37564,460,2022-08-28 10:00:00,15,0,0,0
37565,460,2022-08-28 10:15:00,15,0,0,0
37566,460,2022-08-28 10:30:00,15,0,0,0
37567,460,2022-08-28 10:45:00,15,0,0,0
37568,460,2022-08-28 11:00:00,15,0,0,0
37569,460,2022-08-28 11:15:00,15,0,0,0
37570,460,2022-08-28 11:30:00,15,0,0,0
37571,460,2022-08-28 11:45:00,15,0,0,0
37572,460,2022-08-28 12:00:00,15,0,0,0
37573,460,2022-08-28 12:15:00,15,0,0,0
37574,460,2022-08-28 12:30:00,15,0,0,0
37575,460,2022-08-28 12:45:00,15,0,0,0
37576,460,2022-08-28 13:00:00,15,0,0,0
37577,460,2022-08-28 13:15:00,15,0,1,1
37578,460,2022-08-28 13:30:00,15,0,0,0
37579,460,2022-08-28 13:45:00,15,0,0,0
37580,460,2022-08-28 14:00:00,15,1,0,-1
37581,460,2022-08-28 14:15:00,15,0,0,0
37582,460,2022-08-28 14:30:00,15,0,0,0
37583,460,2022-08-28 14:45:00,15,0,0,0
37584,460,2022-08-28 15:00:00,15,0,0,0
37585,460,2022-08-28 15:15:00,15,0,0,0
37586,460,2022-08-28 15:30:00,15,0,0,0
37587,460,2022-08-28 15:45:00,15,0,0,0
37588,460,2022-08-28 16:00:00,15,0,0,0
37589,460,2022-08-28 16:15:00,15,0,0,0
37590,460,2022-08-28 16:30:00,15,0,1,1
37591,460,2022-08-28 16:45:00,15,0,0,0
37592,460,2022-08-28 17:00:00,15,0,4,4
37593,460,2022-08-28 17:15:00,15,4,0,-4
37594,460,2022-08-28 17:30:00,15,1,0,-1
37595,460,2022-08-28 17:45:00,15,0,0,0
37596,460,2022-08-28 18:00:00,15,0,0,0
37597,460,2022-08-28 18:15:00,15,0,0,0
37598,460,2022-08-28 18:30:00,15,0,1,1
37599,460,2022-08-28 18:45:00,15,0,0,0
37600,460,2022-08-28 19:00:00,15,0,0,0
37601,460,2022-08-28 19:15:00,15,0,0,0
37602,460,2022-08-28 19:30:00,15,0,0,0
37603,460,2022-08-28 19:45:00,15,0,0,0
37604,460,2022-08-28 20:00:00,15,0,0,0
37605,460,2022-08-28 20:15:00,15,0,1,1
37606,460,2022-08-28 20:30:00,15,0,0,0
37607,460,2022-08-28 20:45:00,15,1,0,-1
37608,460,2022-08-28 21:00:00,15,0,0,0
37609,460,2022-08-28 21:15:00,15,0,0,0
37610,460,2022-08-28 21:30:00,15,0,0,0
37611,460,2022-08-28 21:45:00,15,0,0,0
37612,460,2022-08-28 22:00:00,15,0,0,0
37613,460,2022-08-28 22:15:00,15,0,0,0
37614,460,2022-08-28 22:30:00,15,2,1,-1
37615,460,2022-08-28 22:45:00,15,0,0,0
37616,460,2022-08-28 23:00:00,15,0,0,0
37617,460,2022-08-28 23:15:00,15,0,0,0
37618,460,2022-08-28 23:30:00,15,0,0,0
37619,460,2022-08-28 23:45:00,15,0,0,0
37620,461,2022-08-28 00:15:00,15,0,0,0
37621,461,2022-08-28 00:30:00,15,0,0,0
37622,461,2022-08-28 00:45:00,15,0,0,0
37623,461,2022-08-28 01:00:00,15,0,0,0
37624,461,2022-08-28 01:15:00,15,0,0,0
37625,461,2022-08-28 01:30:00,15,0,0,0
37626,461,2022-08-28 01:45:00,15,0,0,0
37627,461,2022-08-28 02:00:00,15,0,0,0
37628,461,2022-08-28 02:15:00,15,0,0,0
37629,461,2022-08-28 02:30:00,15,0,0,0
37630,461,2022-08-28 02:45:00,15,0,0,0
37631,461,2022-08-28 03:00:00,15,0,0,0
37632,461,2022-08-28 03:15:00,15,0,0,0
37633,461,2022-08-28 03:30:00,15,4,0,-4
37634,461,2022-08-28 03:45:00,15,0,0,0
37635,461,2022-08-28 04:00:00,15,0,0,0
37636,461,2022-08-28 04:15:00,15,0,0,0
37637,461,2022-08-28 04:30:00,15,0,0,0
37638,461,2022-08-28 04:45:00,15,0,0,0
37639,461,2022-08-28 05:00:00,15,0,0,0
37640,461,2022-08-28 05:15:00,15,0,0,0
37641,461,2022-08-28 05:30:00,15,0,0,0
37642,461,2022-08-28 05:45:00,15,0,0,0
37643,461,2022-08-28 06:00:00,15,0,0,0
37644,461,2022-08-28 06:15:00,15,0,0,0
37645,461,2022-08-28 06:30:00,15,0,0,0
37646,461,2022-08-28 06:45:00,15,0,0,0
37647,461,2022-08-28 07:00:00,15,0,0,0
37648,461,2022-08-28 07:15:00,15,0,0,0
37649,461,2022-08-28 07:30:00,15,0,0,0
37650,461,2022-08-28 07:45:00,15,0,0,0
37651,461,2022-08-28 08:00:00,15,0,0,0
37652,461,2022-08-28 08:15:00,15,0,0,0
37653,461,2022-08-28 08:30:00,15,0,0,0
37654,461,2022-08-28 08:45:00,15,0,0,0
